Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn Category,Churn Reason,Churn Score,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
26,44.73,24.2,,,31,Port Jenniferstad,4367,Month-to-Month,United States,8385-BABPE,Joined,0,0,Male,0,,"37.63942, -114.515234",37.63942,-114.515234,0,67.86,0,0,4,Offer A,0,0,0,1,Mailed Check,0,9079,0,Q4,1,4,0,California,0,0,0,8,569.84,0.0,189.51,0.0,759.35,1,0,90212,0
37,24.05,26.06,,,29,West Jenniferton,6154,Month-to-Month,United States,2786-FDWHG,Joined,0,0,Male,0,,"39.596612, -124.045471",39.596612,-124.045471,0,68.89,0,0,7,Offer D,0,0,0,1,Bank Withdrawal,0,757,0,Q4,1,3,0,California,0,0,0,40,2579.36,0.0,951.27,0.0,3530.63,0,0,93264,0
55,29.29,24.06,,,59,Sheenaborough,5081,Month-to-Month,United States,9159-QMZKX,Joined,2,1,Female,1,DSL,"37.793764, -119.244961",37.793764,-119.244961,1,53.69,1,2,5,Offer D,1,0,0,0,Bank Withdrawal,1,55811,0,Q4,1,1,0,California,0,1,1,21,1144.42,0.0,531.21,0.0,1675.63,0,1,93073,0
32,6.13,0.0,,,16,Matthewmouth,6143,Month-to-Month,United States,2700-JLOCN,Joined,0,0,Female,1,Fiber Optic,"32.618084, -114.560389",32.618084,-114.560389,1,101.43,0,0,6,Offer B,0,0,0,0,Bank Withdrawal,0,55752,1,Q4,1,3,0,California,0,0,1,2,204.18,0.0,0.0,0.0,204.18,0,1,96027,0
67,9.56,15.26,Competitor,Lack of self-service on Website,78,Davidton,2464,Month-to-Month,United States,9162-NZOWY,Churned,3,0,Male,0,,"38.544376, -122.597822",38.544376,-122.597822,1,67.74,0,3,10,Offer B,0,0,1,0,Credit Card,1,34131,0,Q4,1,4,1,California,0,0,0,10,708.7,0.0,140.91,0.0,849.61,0,0,96134,1
35,0.0,24.76,,,42,South Justinburgh,3945,Month-to-Month,United States,9088-XAMEK,Joined,0,1,Male,1,Cable,"35.432339, -116.074196",35.432339,-116.074196,1,67.98,1,0,0,Offer D,1,1,0,0,Credit Card,1,91367,1,Q4,0,2,0,California,0,0,0,70,5028.64,79.72,1799.75,0.0,6908.110000000001,0,1,92307,0
47,35.19,49.08,,,45,Toddborough,4620,Month-to-Month,United States,7663-UQAJK,Stayed,3,1,Female,1,Fiber Optic,"39.860057, -116.004389",39.860057,-116.004389,1,60.49,0,3,0,,0,0,1,1,Bank Withdrawal,0,37826,0,Q4,0,2,0,California,0,0,0,8,526.81,0.0,390.66,0.0,917.47,0,0,90448,0
27,14.53,7.27,,,56,Lake Kathryn,3648,One Year,United States,3040-ITVNF,Stayed,0,0,Male,0,,"34.52185, -114.695536",34.52185,-114.695536,0,111.6,1,0,0,,0,0,1,1,Credit Card,1,33970,0,Q4,0,3,0,California,0,0,0,76,9077.28,0.0,520.05,16.97,9580.36,1,0,90196,0
56,34.63,30.14,,,30,West Robert,6020,One Year,United States,3786-KZPHG,Stayed,0,0,Male,0,,"40.83523, -116.47276",40.83523,-116.47276,1,60.75,0,0,1,Offer E,0,0,1,0,Bank Withdrawal,1,61364,0,Q4,1,2,0,California,0,0,0,25,1609.98,0.0,774.11,39.95,2344.1400000000003,0,0,92643,0
67,30.94,32.39,,,10,East Kevin,4898,Month-to-Month,United States,5000-MGKBU,Joined,0,0,Female,1,DSL,"35.592056, -117.78326",35.592056,-117.78326,0,99.87,0,0,0,Offer D,1,1,1,1,Credit Card,1,91903,1,Q4,0,2,1,California,0,0,1,1,91.51,0.0,32.62,0.0,124.13,0,1,90022,0
43,27.4,0.0,,,6,Melissabury,3742,One Year,United States,3936-QFVHE,Stayed,0,0,Female,0,,"36.055277, -119.632504",36.055277,-119.632504,0,34.91,0,0,5,Offer E,0,0,1,1,Credit Card,1,84893,0,Q4,1,3,0,California,0,0,0,35,1322.74,0.0,0.0,0.0,1322.74,0,0,96155,0
40,35.64,7.77,,,56,Mitchellmouth,3502,Month-to-Month,United States,8055-FCTCR,Stayed,2,0,Female,0,,"34.50864, -120.853079",34.50864,-120.853079,1,56.48,0,2,1,Offer C,0,0,0,1,Bank Withdrawal,0,72902,0,Q4,1,5,0,California,0,0,0,1,56.58,0.0,8.36,0.0,64.94,0,0,95146,0
61,0.0,0.0,Dissatisfaction,Product dissatisfaction,84,East Elizabeth,3177,Month-to-Month,United States,5839-GXQZC,Churned,0,0,Female,0,,"41.668327, -117.917492",41.668327,-117.917492,0,93.1,0,0,0,Offer D,0,0,0,1,Bank Withdrawal,1,40055,0,Q4,0,1,0,California,0,0,0,45,3936.98,75.98,0.0,0.0,4012.96,0,0,95765,1
27,4.48,10.89,Attitude,Competitor offered higher download speeds,68,North Jimmyton,5130,Month-to-Month,United States,4443-QNVED,Churned,0,0,Male,1,Fiber Optic,"34.839947, -116.018492",34.839947,-116.018492,1,53.86,0,0,0,Offer C,1,0,0,0,Bank Withdrawal,1,11113,1,Q4,0,5,0,California,0,1,0,15,811.79,0.0,149.49,0.0,961.28,1,0,93459,1
49,20.53,0.0,,,40,Scottmouth,6132,Month-to-Month,United States,6607-UQIMY,Stayed,0,1,Male,1,DSL,"37.472701, -123.123522",37.472701,-123.123522,1,94.91,1,0,0,,1,0,0,1,Bank Withdrawal,1,100454,0,Q4,0,3,0,California,0,1,0,63,5759.63,0.0,0.0,0.0,5759.63,0,0,94580,0
34,0.0,39.54,,,37,Lake Richard,3756,Month-to-Month,United States,7949-GDMEK,Stayed,0,0,Female,0,,"32.827185, -115.555531",32.827185,-115.555531,1,37.87,0,0,5,,0,0,1,1,Bank Withdrawal,1,27778,0,Q4,1,2,0,California,0,0,0,44,1811.75,0.0,1744.44,7.99,3548.2000000000003,0,0,90414,0
26,14.4,43.17,,,10,Port Hannah,3630,Two Year,United States,9558-QEZRR,Joined,2,0,Male,1,Fiber Optic,"35.117098, -114.879302",35.117098,-114.879302,1,83.19,0,2,0,Offer C,1,0,0,0,Bank Withdrawal,0,77293,0,Q4,0,2,0,California,0,1,1,39,3366.58,0.0,1684.68,0.0,5051.26,1,0,90390,0
27,7.65,0.0,,,18,New Ryanfurt,6395,Month-to-Month,United States,1656-FLWMJ,Joined,0,1,Female,1,Fiber Optic,"39.522481, -121.205516",39.522481,-121.205516,0,113.49,1,0,2,Offer C,1,0,1,0,Bank Withdrawal,1,91212,0,Q4,1,5,0,California,0,1,0,37,4461.55,2.76,0.0,0.0,4464.31,1,1,90750,0
30,23.98,24.9,,,63,Hollyport,2009,Month-to-Month,United States,6494-BTGIW,Joined,0,1,Male,1,DSL,"38.525309, -121.597984",38.525309,-121.597984,1,55.05,0,0,0,Offer E,1,1,1,1,Bank Withdrawal,0,64750,0,Q4,0,3,0,California,1,1,0,45,2643.38,0.0,1099.76,0.0,3743.1400000000003,0,1,91002,0
28,16.27,15.17,,,34,Robinsonchester,5575,One Year,United States,3851-CVZUP,Joined,0,0,Male,1,Cable,"33.932322, -123.619973",33.932322,-123.619973,1,49.54,0,0,4,Offer A,1,0,1,1,Bank Withdrawal,0,63234,1,Q4,1,4,0,California,0,1,1,20,999.84,0.0,324.36,0.0,1324.2,1,1,94701,0
58,0.0,3.91,,,15,Carterland,4093,Month-to-Month,United States,9279-YSTQZ,Joined,0,0,Male,1,Fiber Optic,"34.729188, -117.513222",34.729188,-117.513222,0,85.1,1,0,0,Offer D,1,1,1,1,Bank Withdrawal,1,3762,1,Q4,0,3,0,California,0,1,1,74,6872.86,0.0,277.75,0.0,7150.61,0,0,95053,0
43,13.0,0.0,,,20,Mossbury,3504,Month-to-Month,United States,250-DNCQD,Joined,0,0,Female,0,,"38.65227, -122.090867",38.65227,-122.090867,0,52.03,0,0,0,Offer C,0,0,0,0,Bank Withdrawal,0,32215,0,Q4,0,5,0,California,0,0,0,11,626.25,40.01,0.0,10.9,655.36,0,0,93326,0
37,30.38,0.0,,,22,Shahport,3139,Month-to-Month,United States,1828-JJRTK,Joined,0,1,Female,1,DSL,"33.762155, -116.945626",33.762155,-116.945626,0,72.73,1,0,0,,1,0,0,0,Credit Card,1,94333,0,Q4,1,1,0,California,1,1,0,57,4168.62,0.0,0.0,44.72,4123.9,0,0,90814,0
60,29.28,0.0,,,7,Evansmouth,6202,Month-to-Month,United States,4789-JUFVP,Joined,0,0,Male,0,,"37.521799, -124.119299",37.521799,-124.119299,1,44.65,1,0,0,Offer A,0,0,0,0,Credit Card,1,84839,0,Q4,0,2,0,California,0,0,0,51,2151.06,0.0,0.0,0.0,2151.06,0,0,94084,0
18,0.0,42.73,,,37,Lake Deannaborough,4254,Month-to-Month,United States,2136-SAGCW,Joined,0,0,Female,1,Fiber Optic,"33.331596, -122.84532",33.331596,-122.84532,0,88.34,1,0,0,Offer A,0,0,1,0,Bank Withdrawal,1,35628,0,Q4,0,4,0,California,1,1,1,64,6196.77,0.0,2746.3,0.0,8943.07,1,0,96002,0
35,40.71,33.51,Attitude,Competitor had better devices,90,Schultzmouth,6431,Month-to-Month,United States,8204-SOOJZ,Churned,0,0,Male,0,,"32.988955, -118.016472",32.988955,-118.016472,0,51.2,1,0,0,Offer E,0,0,0,1,Bank Withdrawal,1,62441,0,Q4,0,2,0,California,0,0,0,15,753.46,0.0,546.03,0.0,1299.49,0,0,91210,1
65,11.16,0.0,Attitude,Lack of self-service on Website,95,Melissaville,5320,Month-to-Month,United States,2377-XGTTN,Churned,0,0,Female,0,,"33.267961, -115.866909",33.267961,-115.866909,1,10.0,0,0,8,Offer A,0,0,0,1,Credit Card,0,42295,0,Q4,1,1,1,California,0,0,0,1,10.58,0.0,0.0,0.0,10.58,0,0,94712,1
55,57.65,26.08,,,59,New Peterbury,3313,One Year,United States,9103-OADHF,Stayed,0,0,Female,1,DSL,"40.452161, -121.819348",40.452161,-121.819348,1,56.56,0,0,2,Offer E,1,1,0,0,Credit Card,0,79813,1,Q4,1,1,0,California,1,1,0,24,1236.95,79.52,603.34,0.0,1919.81,0,1,93030,0
33,0.0,42.03,,,27,Williamsmouth,6314,One Year,United States,9222-WCHUH,Stayed,2,0,Male,0,,"37.735328, -123.645339",37.735328,-123.645339,1,47.57,0,2,0,Offer B,0,0,0,0,Bank Withdrawal,0,68733,0,Q4,0,3,0,California,0,0,0,33,1457.23,0.0,1434.89,0.0,2892.12,0,0,94118,0
56,38.88,9.52,,,41,New Edward,3751,One Year,United States,6702-PTZCP,Joined,0,0,Female,0,,"41.254189, -118.072323",41.254189,-118.072323,0,23.58,0,0,0,Offer A,0,0,0,0,Bank Withdrawal,0,69499,0,Q4,0,5,0,California,0,0,0,31,673.62,0.0,314.44,0.0,988.06,0,0,95538,0
42,36.99,44.44,,,44,West Stephanie,4629,One Year,United States,8411-GEOTZ,Stayed,0,1,Female,1,Fiber Optic,"40.821865, -116.792971",40.821865,-116.792971,1,116.09,1,0,4,Offer C,1,0,0,0,Credit Card,1,10945,1,Q4,1,3,0,California,0,1,0,22,2667.77,0.0,1059.82,0.0,3727.59,0,0,95972,0
48,16.63,43.46,,,44,East Marybury,2579,One Year,United States,2214-ATIQN,Joined,0,0,Female,1,Fiber Optic,"32.784239, -117.750898",32.784239,-117.750898,0,43.58,0,0,0,Offer A,1,1,1,0,Credit Card,1,4613,0,Q4,0,3,0,California,0,1,1,26,1040.79,48.73,1115.87,0.0,2205.39,0,0,93543,0
32,28.23,0.0,Attitude,Long distance charges,65,Davisfort,2436,Month-to-Month,United States,3999-MAMAK,Churned,2,0,Male,1,Cable,"35.790865, -122.699258",35.790865,-122.699258,0,45.82,0,2,0,Offer C,1,0,1,0,Credit Card,0,96388,1,Q4,0,2,0,California,1,1,0,44,1896.6,94.17,0.0,0.0,1990.77,0,1,90981,1
24,8.37,0.0,,,52,Lake Theodorefurt,3806,Month-to-Month,United States,6272-MRPUL,Stayed,0,1,Female,1,Cable,"39.647625, -117.804982",39.647625,-117.804982,0,42.66,0,0,0,Offer A,1,1,1,1,Bank Withdrawal,1,16647,0,Q4,0,2,0,California,0,1,0,17,702.67,19.6,0.0,0.0,722.27,1,1,94141,0
69,39.49,9.07,,,23,West Johnton,3125,Month-to-Month,United States,2517-DKZRD,Stayed,0,0,Male,0,,"35.19091, -120.945725",35.19091,-120.945725,0,75.08,1,0,7,Offer A,0,0,1,0,Credit Card,1,12598,0,Q4,1,5,1,California,0,0,0,7,546.0,0.0,63.25,0.0,609.25,0,0,94586,0
56,44.81,49.91,,,21,Mosleyberg,4579,Month-to-Month,United States,1104-DIZJR,Joined,3,1,Female,1,Fiber Optic,"40.172654, -115.747622",40.172654,-115.747622,1,52.9,0,3,0,,0,0,1,0,Bank Withdrawal,0,46323,1,Q4,1,1,0,California,1,1,1,4,208.49,0.0,199.91,0.0,408.4,0,0,95374,0
55,0.0,38.43,,,6,East Waynetown,4877,Month-to-Month,United States,6980-OTTXV,Joined,0,0,Female,1,DSL,"32.884164, -120.562394",32.884164,-120.562394,1,131.87,0,0,0,Offer E,0,0,0,1,Credit Card,0,37373,0,Q4,0,3,0,California,0,1,0,19,2635.65,0.0,681.58,0.0,3317.23,0,0,93896,0
50,47.68,7.54,Competitor,Moved,86,South Daniel,2859,Month-to-Month,United States,7313-GXJJF,Churned,1,0,Female,0,,"32.601452, -123.006935",32.601452,-123.006935,1,86.63,0,1,3,,0,0,0,1,Credit Card,0,26888,0,Q4,1,5,0,California,0,0,0,30,2472.63,0.0,242.73,0.0,2715.36,0,0,95823,1
41,14.16,0.0,,,22,Kimmouth,4120,Month-to-Month,United States,8244-MNRAM,Joined,0,1,Female,1,DSL,"35.635434, -117.304852",35.635434,-117.304852,1,32.75,0,0,0,Offer A,0,0,0,1,Bank Withdrawal,0,11187,1,Q4,0,4,0,California,0,0,0,49,1671.16,0.0,0.0,26.19,1644.97,0,0,90908,0
37,32.14,41.97,,,35,Lake John,3302,Month-to-Month,United States,9293-RTNAO,Stayed,0,0,Female,0,,"38.827182, -116.818",38.827182,-116.818,1,29.9,0,0,5,,0,0,1,0,Bank Withdrawal,0,19975,0,Q4,1,3,0,California,0,0,0,50,1606.34,0.0,2042.69,0.0,3649.0299999999997,0,0,90207,0
26,39.2,18.88,,,53,Lake Frank,4216,Month-to-Month,United States,9642-QHPYY,Stayed,0,1,Male,1,Fiber Optic,"32.859116, -122.63025",32.859116,-122.63025,1,76.09,0,0,3,,0,1,1,0,Bank Withdrawal,0,68392,1,Q4,1,5,0,California,0,0,0,45,3271.77,0.0,798.78,0.0,4070.55,1,1,94890,0
32,23.58,0.0,,,9,Elizabethfort,2368,Two Year,United States,5543-CBOXY,Stayed,0,0,Male,1,Fiber Optic,"34.876356, -116.824219",34.876356,-116.824219,1,70.67,0,0,0,,0,0,1,1,Bank Withdrawal,0,245,0,Q4,0,3,0,California,1,1,0,35,2693.98,0.0,0.0,0.0,2693.98,0,1,90030,0
71,35.01,0.0,,,14,West Teresaport,3163,One Year,United States,4128-LMIXD,Stayed,2,0,Male,0,,"33.131003, -122.932143",33.131003,-122.932143,0,81.39,0,2,0,Offer D,0,0,0,1,Credit Card,1,12428,0,Q4,0,1,1,California,0,0,0,50,3697.16,0.0,0.0,0.0,3697.16,0,0,94939,0
18,34.98,2.12,Other,Price too high,71,Garyborough,4816,Two Year,United States,6978-VPTSS,Churned,2,0,Female,0,,"40.968392, -124.169639",40.968392,-124.169639,1,102.11,0,2,0,Offer B,0,0,1,1,Bank Withdrawal,0,48815,0,Q4,0,4,0,California,0,0,0,90,9566.53,0.0,174.13,0.0,9740.66,1,0,93460,1
55,36.75,47.74,,,56,Johnberg,5330,Month-to-Month,United States,555-EXJCA,Stayed,0,0,Male,0,,"35.317966, -118.724617",35.317966,-118.724617,1,50.82,0,0,4,,0,0,0,0,Credit Card,1,29631,0,Q4,1,5,0,California,0,0,0,1,51.17,0.0,45.89,0.0,97.06,0,0,92414,0
65,14.04,29.82,,,32,North Mark,2829,Month-to-Month,United States,8538-DQXPZ,Joined,0,0,Male,0,,"33.70529, -120.541907",33.70529,-120.541907,1,62.28,0,0,0,Offer B,0,0,0,0,Credit Card,1,48576,0,Q4,0,3,1,California,0,0,0,27,1828.67,96.22,763.78,23.09,2665.5799999999995,0,0,93269,0
62,0.0,23.08,,,58,South Cheryl,3316,One Year,United States,5184-IIEHS,Stayed,0,0,Male,1,Fiber Optic,"34.004207, -121.3211",34.004207,-121.3211,1,50.2,0,0,5,,1,0,1,0,Credit Card,1,1258,1,Q4,1,3,0,California,0,1,1,23,1080.56,0.0,544.62,0.0,1625.1799999999998,0,1,90409,0
41,9.99,0.0,,,38,East Desireebury,5895,One Year,United States,9864-RYCOG,Joined,2,1,Male,1,Fiber Optic,"35.338999, -122.012734",35.338999,-122.012734,1,90.05,1,2,0,Offer B,0,1,1,0,Credit Card,1,61178,0,Q4,0,3,0,California,0,1,1,36,2954.22,0.0,0.0,0.0,2954.22,0,0,93438,0
45,19.84,47.97,,,44,East Jason,5234,Month-to-Month,United States,1822-EIIOD,Joined,1,0,Female,0,,"38.704925, -116.939628",38.704925,-116.939628,1,84.81,0,1,0,Offer C,0,0,0,1,Bank Withdrawal,1,77681,0,Q4,0,1,0,California,0,0,0,16,1470.79,61.51,792.88,0.0,2325.1800000000003,0,0,94219,0
45,0.0,39.99,,,23,North Tyler,3816,Two Year,United States,5213-EHTYJ,Joined,0,0,Male,0,,"41.565858, -118.748918",41.565858,-118.748918,1,124.05,0,0,0,Offer A,0,0,1,1,Credit Card,1,13820,0,Q4,0,4,0,California,0,0,0,1,126.35,0.0,36.02,0.0,162.37,0,0,91628,0
37,13.66,0.0,,,11,Yvonnefurt,4554,Two Year,United States,4408-UCNSO,Stayed,0,1,Female,1,Cable,"33.290715, -118.157671",33.290715,-118.157671,0,36.06,0,0,0,Offer C,1,0,0,0,Credit Card,0,13682,0,Q4,0,3,0,California,1,0,1,14,454.66,0.0,0.0,0.0,454.66,0,0,91805,0
47,39.29,20.91,,,14,Andersonview,2896,Two Year,United States,6778-PUMNS,Stayed,0,0,Female,1,DSL,"34.862211, -123.872095",34.862211,-123.872095,1,52.81,0,0,0,Offer B,0,1,0,0,Credit Card,1,93186,0,Q4,0,5,0,California,0,0,0,34,1948.06,0.0,723.88,0.0,2671.94,0,0,94599,0
49,37.28,0.0,,,17,West Kellyburgh,5845,Month-to-Month,United States,5935-USQXE,Stayed,0,0,Female,1,Cable,"36.542758, -120.955948",36.542758,-120.955948,0,84.6,0,0,0,Offer C,0,0,1,1,Credit Card,0,17615,1,Q4,0,2,0,California,0,0,0,65,6046.99,0.0,0.0,0.0,6046.99,0,0,96156,0
50,20.21,7.29,,,31,South Laurahaven,4075,Two Year,United States,8036-QICEQ,Joined,1,0,Male,0,,"36.255581, -123.224709",36.255581,-123.224709,0,91.71,0,1,9,Offer E,0,0,0,0,Mailed Check,1,35099,0,Q4,1,3,0,California,0,0,0,34,2857.8,0.0,257.73,0.0,3115.53,0,0,95682,0
71,20.34,0.0,,,51,Cookton,6278,Two Year,United States,174-VWTGD,Stayed,0,0,Male,0,,"38.000644, -120.829083",38.000644,-120.829083,1,14.32,0,0,0,Offer B,0,0,1,0,Bank Withdrawal,0,20203,0,Q4,0,1,1,California,0,0,0,61,853.09,0.0,0.0,0.0,853.09,0,0,95985,0
35,44.44,0.0,Dissatisfaction,Poor expertise of online support,86,East Crystalfort,4014,Two Year,United States,7703-AHLJX,Churned,3,0,Female,0,,"35.646877, -118.251284",35.646877,-118.251284,1,45.0,1,3,0,Offer C,0,0,0,1,Credit Card,1,70184,0,Q4,0,4,0,California,0,0,0,39,1886.01,0.0,0.0,0.0,1886.01,0,0,90593,1
47,46.47,28.03,,,25,New Jonathantown,4216,Month-to-Month,United States,4787-VMOWC,Joined,0,0,Male,0,,"40.109683, -117.957244",40.109683,-117.957244,0,57.99,0,0,0,Offer D,0,0,1,1,Bank Withdrawal,1,82089,0,Q4,0,4,0,California,0,0,0,36,2051.79,0.0,1064.44,0.0,3116.23,0,0,95087,0
60,32.94,20.75,Attitude,Long distance charges,82,Micheleland,4451,One Year,United States,3928-MWRUX,Churned,2,0,Female,1,DSL,"34.01031, -118.448331",34.01031,-118.448331,1,41.78,1,2,2,Offer C,0,1,1,1,Bank Withdrawal,1,26671,1,Q4,1,1,0,California,1,0,1,20,805.99,0.0,424.67,14.27,1216.39,0,1,91910,1
24,38.83,13.99,Price,Competitor made better offer,81,Davidville,3412,Two Year,United States,5399-DGZAP,Churned,0,0,Female,0,,"37.424328, -121.415658",37.424328,-121.415658,1,108.08,0,0,9,Offer A,0,0,1,1,Bank Withdrawal,0,21251,0,Q4,1,4,0,California,0,0,0,1,100.44,0.0,15.2,0.0,115.64,1,0,93660,1
42,19.04,0.0,,,64,East Danaport,3041,Two Year,United States,723-DRNRA,Joined,0,0,Male,1,DSL,"37.776805, -117.763893",37.776805,-117.763893,0,53.27,0,0,1,Offer E,1,1,0,0,Bank Withdrawal,1,14572,1,Q4,1,5,0,California,0,0,0,1,49.63,0.0,0.0,0.0,49.63,0,1,92445,0
18,19.18,14.9,,,9,Garnerberg,3186,One Year,United States,726-QMOCK,Joined,0,0,Male,0,,"41.836852, -121.545774",41.836852,-121.545774,1,102.76,0,0,8,,0,0,1,1,Bank Withdrawal,0,25639,0,Q4,1,5,0,California,0,0,0,1,99.88,0.0,14.75,0.0,114.63,1,0,92216,0
56,31.93,25.4,,,5,Jessicaborough,2435,Two Year,United States,4734-HIRQK,Stayed,3,0,Female,1,Fiber Optic,"33.133425, -119.533623",33.133425,-119.533623,0,86.57,0,3,0,Offer D,1,0,0,1,Bank Withdrawal,1,10008,1,Q4,0,2,0,California,1,0,0,49,4311.42,0.0,1185.21,0.0,5496.63,0,0,94726,0
55,61.68,0.0,,,36,New Charles,5282,Two Year,United States,3241-SLOMG,Joined,2,1,Male,1,Fiber Optic,"37.996246, -116.734495",37.996246,-116.734495,1,94.48,0,2,5,Offer D,0,0,1,0,Credit Card,1,80657,0,Q4,1,2,0,California,0,1,1,9,805.32,0.0,0.0,0.0,805.32,0,0,94678,0
40,11.21,19.27,Dissatisfaction,Price too high,85,Andersonview,4385,One Year,United States,3947-NNZBQ,Churned,2,0,Female,1,Fiber Optic,"34.071156, -123.185374",34.071156,-123.185374,0,53.57,0,2,0,Offer D,0,0,1,0,Bank Withdrawal,0,32548,0,Q4,1,2,0,California,1,0,0,39,2200.89,0.0,764.5,16.31,2949.08,0,0,91234,1
50,27.85,0.0,,,62,North Emilymouth,3408,Month-to-Month,United States,4623-RWYEV,Joined,3,0,Male,1,DSL,"40.99576, -119.165065",40.99576,-119.165065,1,59.9,0,3,3,Offer E,1,1,0,0,Bank Withdrawal,0,68413,1,Q4,1,3,0,California,0,1,0,30,1944.96,0.0,0.0,0.0,1944.96,0,1,96104,0
40,29.61,0.0,,,61,East Gailville,4147,Two Year,United States,7799-RLXGE,Stayed,0,1,Female,1,Cable,"41.578705, -123.869643",41.578705,-123.869643,1,77.85,0,0,0,Offer B,0,0,1,1,Bank Withdrawal,0,5341,0,Q4,0,1,0,California,0,1,1,41,3267.6,0.0,0.0,10.0,3257.6,0,1,95158,0
31,28.51,15.2,Attitude,Lack of affordable download/upload speed,67,East Kayla,2785,Two Year,United States,7196-HBTTK,Churned,2,0,Female,0,,"40.978626, -114.529783",40.978626,-114.529783,1,87.58,1,2,0,Offer B,0,0,0,1,Mailed Check,1,13284,0,Q4,0,5,0,California,0,0,0,32,2689.14,0.0,477.86,0.0,3167.0,0,0,92023,1
52,0.0,30.51,,,14,Lake Madisonhaven,5709,Month-to-Month,United States,3668-PUCQO,Stayed,2,1,Female,1,Fiber Optic,"40.0011, -122.770403",40.0011,-122.770403,1,66.43,0,2,10,Offer D,0,1,1,0,Credit Card,1,55592,0,Q4,1,3,0,California,1,1,0,54,3498.95,0.0,1683.25,0.0,5182.2,0,0,92971,0
56,8.45,43.09,Other,Competitor had better devices,96,Lake Benjamin,5437,Month-to-Month,United States,8756-BQGRZ,Churned,1,0,Male,0,,"37.813713, -118.140773",37.813713,-118.140773,1,70.84,0,1,0,Offer C,0,0,1,1,Bank Withdrawal,0,63820,0,Q4,0,2,0,California,0,0,0,24,1563.29,26.72,1023.38,0.0,2613.39,0,0,92616,1
18,27.36,9.37,Other,Deceased,71,Brownberg,6490,Two Year,United States,4489-XIBSX,Churned,0,0,Female,0,,"34.517853, -115.823529",34.517853,-115.823529,1,73.0,0,0,0,,0,0,1,0,Credit Card,1,2915,0,Q4,0,4,0,California,0,0,0,31,2374.56,0.0,314.25,0.0,2688.81,1,0,94370,1
33,59.96,0.0,Competitor,Don't know,73,Calhounstad,3727,Two Year,United States,35-ZIFLV,Churned,2,0,Female,0,,"36.850536, -117.803186",36.850536,-117.803186,1,82.4,0,2,0,Offer C,0,0,0,1,Bank Withdrawal,1,52864,0,Q4,0,3,0,California,0,0,0,47,3519.45,0.0,0.0,0.0,3519.45,0,0,93410,1
48,23.1,18.12,,,34,Weaverside,5956,Month-to-Month,United States,9121-WMQYP,Joined,0,0,Male,0,,"34.388424, -116.886747",34.388424,-116.886747,1,68.06,1,0,5,Offer E,0,0,1,0,Bank Withdrawal,1,72996,0,Q4,1,5,0,California,0,0,0,44,2794.14,0.0,852.03,0.0,3646.17,0,0,91373,0
55,0.0,0.0,,,48,Danielton,2805,Month-to-Month,United States,973-FAVZM,Stayed,3,0,Male,0,,"34.689502, -119.181657",34.689502,-119.181657,1,10.0,0,3,0,Offer A,0,0,1,1,Mailed Check,0,58766,0,Q4,0,3,0,California,0,0,0,18,192.79,0.0,0.0,0.0,192.79,0,0,95256,0
23,13.09,0.0,,,35,Port Annton,3543,One Year,United States,5594-VMEHX,Stayed,0,0,Male,1,Fiber Optic,"37.228421, -117.427506",37.228421,-117.427506,1,56.02,0,0,2,Offer B,1,1,0,1,Mailed Check,0,39704,1,Q4,1,4,0,California,0,0,1,42,2493.07,93.4,0.0,0.0,2586.4700000000003,1,0,94486,0
54,28.86,4.57,,,49,Lisafurt,5171,Month-to-Month,United States,1580-MMPSK,Stayed,0,1,Female,1,Fiber Optic,"41.051364, -117.814797",41.051364,-117.814797,0,62.67,0,0,0,Offer A,0,0,1,1,Credit Card,1,78656,1,Q4,0,3,0,California,0,1,0,15,925.66,67.33,70.49,0.0,1063.48,0,0,95371,0
25,1.6,0.24,,,15,Justinstad,2810,Month-to-Month,United States,5360-DZCDF,Joined,0,0,Male,0,,"37.000574, -120.78125",37.000574,-120.78125,0,108.61,0,0,2,,0,0,1,0,Credit Card,0,41848,0,Q4,1,2,0,California,0,0,0,37,3969.44,0.0,8.03,0.0,3977.4700000000003,1,0,95310,0
74,31.88,19.62,,,25,Lake Phillip,5068,Month-to-Month,United States,491-PJKAG,Joined,0,1,Female,1,Fiber Optic,"35.98284, -120.845728",35.98284,-120.845728,0,116.44,0,0,0,Offer D,0,1,0,0,Credit Card,1,54275,0,Q4,0,4,1,California,0,1,1,49,5574.36,20.57,866.63,0.0,6461.5599999999995,0,0,92878,0
